Date,Guest,Primetime,Tucker
October 30 2020 Friday,Robert Cahaly;Ron DeSantis; Mercedes Schlapp;Joe Concha;Candace Owens;Reince Priebus,1,0
May 15 2020 Friday,Glenn Greenwald;Peter Navarro;Rochelle Ritchie;Daniele Struppa,0,0
June 11 2020 Thursday,Mo Elleithee;Kimberley Strassel;Jonathan Swan,0,0
October 15 2020 Thursday,Larry Kudlow;Scott Atlas;Scott Rasmussen;Mollie Hemingway;Steve Cortes;Mercedes Schlapp;John ,1,0
September 15 2020 Tuesday,Eliza Collins;Frances Peter Gaynor; Newton Stacy;Nicole Brener- Schmitz;Nick Geiser,0,0
July 16 2020 Thursday,Mark Meadows;Michael Pillsbury;Lara Trump;Alex Berenson,0,0
April 1 2020 Wednesday,,0,0
March 10 2020 Tuesday,,0,0
April 14 2020 Tuesday,,0,0
March 25 2020 Wednesday,Ray Donovan;Robert Matzen,0,0
November 19 2020 Thursday,Jonathan Swan;Katie Pavlich;Marc Thiessen,0,0
May 4 2020 Monday,Kevin Hassett;Matthew Continetti;A.B. Stoddard,0,0
July 4 2020 Saturday,Corey Lewandowski;Mike Huckabee;Dennis Prager;Charlie Kirk;Brian Rose,1,0
April 22 2020 Wednesday,Ned Lamont;Art Laffer,0,0
March 25 2020 Wednesday,Kellyanne Conway;Austan Goolsbee;Ben Carson;Mike McCaul;John Carli,0,0
April 7 2020 Tuesday,Lindsey Graham;Phil Murphy;Mark McClellan,0,0
April 17 2020 Friday,Bryan Dean Write;J.D. Vance;Roger Stone,1,1
May 6 2020 Wednesday,Amesh Adalja,0,0
October 6 2020 Tuesday,Kayleigh McEnany;Mitch McConnell,0,0
December 18 2020 Friday,Sam Palmisano;Kiersten Todt;Tom Bevan;Mollie Hemingway;Charles Lane,0,0
September 28 2020 Monday,Kayleigh McEnany;Chris Coons;Megan Edwards;Mike Davis,0,0
January 17 2020 Friday,Byron York;Victor Davis Hanson;Senator Ted Cruz; Hogan Gidley,0,0
April 16 2020 Thursday,Anthony Fauci;Kristi Noem;Phil McGraw;Phil McGraw;Devin Nunes,1,0
October 10 2020 Saturday,Mark Meadows;Ted Cruz;Rudy Giuliani;David Bossie;Corey Lewandowski;Leo Terrell;Wendy ,1,0
June 22 2020 Monday,Mollie Hemingway;Charles Lane;Tom Bevan,0,0
July 18 2020 Saturday,Kayleigh McEnany;Jordan Wagner;Mark McCloskey;Kurt Schlichter,1,0
December 11 2020 Friday,Jonathan Turley;Charles Hurt;Jeff Mason;Bill McGurn,0,0
August 21 2020 Friday,Kayleigh McEnany;Charlie LeDuff;Ric Grenell;Howie Carr,0,0
September 9 2020 Wednesday,Mark Meadows;Chris Hahn;Alex Berenson;Steve Cortes,0,0
December 7 2020 Monday,Kristen Hawn;Angela Marsden;Lee Carter;Andy Ansbro,0,0
July 27 2020 Monday,Peter Navarro,0,0
March 16 2020 Monday,Ben Carson;Ronny Jackson;Mark Mulligan;Devin Nunes;Morgan Wright;Reince Priebus,1,0
October 23 2020 Friday,James Lankford;Lee Carter,0,0
August 16 2020 Sunday,Mark Pulliam;Joe Concha,1,0
June 19 2020 Friday,Harold Ford;Mollie Hemingway;Jonah Goldberg,0,0
April 20 2020 Monday,Peter Pitts;David McAlvany;Joshua Denson;Jim Justice;Bill Simon;Sonny Perdue,0,0
December 11 2020 Friday,Susan Ferrechio;Francesca Chambers;Amanda Cohen;Jim Trusty;Warner Thomas;Tommy Greco,0,0
September 24 2020 Thursday,Mike Buchanan;Nicole Brener-Schmitz;Mike Buchanan;Ken Starr;Stef Kight;James Clyburn,0,0
July 28 2020 Tuesday,Tom Cotton;Kevin Brady,0,0
December 14 2020 Monday,Trey Gowdy;Ben Domenech,0,0
April 7 2020 Tuesday,John Hayes;Jon Taffer;Feranmi Okanlami,0,0
February 18 2020 Tuesday,Devin Nunes;Matthew Leider;Larry Elder;Christopher Sign;Mercedes Schlapp,1,0
February 13 2020 Thursday,Kevin McCarthy;Brett Tolman;Reince Priebus;Larry Elder,1,0
January 22 2020 Wednesday,Kevin McCarthy;Alan Dershowitz;Jim Jordan;Mark Meadows;Mark Penn;Larry Elder;Debbie Lesko;Lee ,1,0
April 14 2020 Tuesday,Mike Pompeo;Lindsey Graham;Mehmet Oz,1,0
May 3 2020 Sunday,Matthew Continetti,0,0
December 3 2020 Thursday,David Perdue;Reagan McCarthy;Brian Kemp;Christian Zimm;Doug Collins;Robert Cahaly;Alex ,1,0
November 30 2020 Monday,Victor Davis Hanson;Doug Schoen;Phillip Kline;Andrew Gruel,1,0
March 17 2020 Tuesday,Anthony Fauci;Tim Morrison;Devin Nunes;Lee Zeldin;Brandon Judd,1,0
July 24 2020 Friday,Ted Yoho;Eric Swalwell;Michael Pillsbury;Joshua Katz;Victor Davis Hanson;Jack Brewer,0,0
May 31 2020 Sunday,Keith Ellison;Andy Skoogman;Cornel West;Tim Scott;Michael Anton,0,0
June 26 2020 Friday,Pam Bondi;Matt Schlapp;Joni Ernst;Leo Terrell;Debbie Lesko;Andy Biggs,1,0
June 19 2020 Friday,Kevin Stitt;T.W. Shannon;Kevin Hern;Dave Rubin;Joe Concha;Bernard Kerik;Andy Biggs,1,0
July 11 2020 Saturday,Mike Baker;Joe DeVito,1,0
November 13 2020 Friday,Ric Grenell;Candace Owens;Nahshon Garrett;Nahshon Garrett;Byron York;Daniel Daniel Ravicher,1,0
February 23 2020 Sunday,Sara Fischer;Sam Donaldson;Sean Spicer,0,0
August 14 2019 Wednesday,Dan Kaiser,0,0
May 20 2019 Monday,Donald Norcross,0,0
April 26 2019 Friday,,0,0
March 25 2019 Monday,Stephen Lynch;John Kennedy;Shavar Jeffries;Kimberly Klacik;Melissa Quinn;Adam Lashinsky;Art ,0,0
July 30 2019 Tuesday,Ronna McDaniel;John Hickenlooper,1,0
April 26 2019 Friday,Kevin Walling;Mark Penn;George Papadopoulos;Bradley Moss;John Yoo;Bob Bianchi;Jenna Ellis,1,0
June 17 2019 Monday,Steve Scalise;Dan Patrick;John Yoo;Cornel West;Randi Thompson;Tina Ulman;Ralph Reed,1,0
June 27 2019 Thursday,,0,0
November 14 2019 Thursday,Harmeet Dhillon;Chris Hahn;Mark Walker;Harry Litman;John Yoo;Christian Whiton,1,0
October 16 2019 Wednesday,Mercedes Schlapp;Tom Fitton;Kevin McCarthy;John Yoo;Tonya Reiman,1,0
September 13 2019 Friday,Briscoe Cain;Dana Loesch;Mark Morgan;Joe Concha;Ernesto Araujo,1,1
March 23 2019 Saturday,Morgan Ortegus; David Angelo,1,0
September 3 2019 Tuesday,Ryan Cleckner;Bernard Whitman;Vince Coglianese;Joe Concha;Seth Barron,1,1
March 21 2019 Thursday,,0,0
June 19 2019 Wednesday,Robert Patillo;Chris Plante;Mike Lee;Michael Kearns;Anna Fifield,1,0
August 21 2019 Wednesday,Michelle Malkin;Bernie Kerik;Chris Hahn;Dinesh D'Souza;Alan Dershowitz,1,0
April 8 2019 Monday,Dan Kildee;James Hayes;Chris Hahn;Chris Horner;Christopher Scalia;Chuck Grassley,0,0
August 8 2019 Thursday,Victor Davis Hanson;Josh Hawley;Sean Spicer;Jonathan Morris;Ben Carson,0,0
August 7 2019 Wednesday,Heather Mac Donald;Marianne Williamson;Michael Waltz;Matt Gaetz;Robert Barron,0,0
February 13 2019 Wednesday,,0,0
October 15 2019 Tuesday,Lindsey Graham;Ryan McCarthy,0,0
February 12 2019 Tuesday,,0,0
April 26 2019 Friday,Nan Hayworth;Cathy Areu;Audrea Decker;Candace Owens;Shavar Jeffries;Laura Carno;Luis Miranda;,1,0
June 25 2019 Tuesday,Jerry Boykin;Kelly Jane Torrance;Art Hogan;Tim Anderson;Mike Braun;Stephen Moore,0,0
June 6 2019 Thursday,Alan Dershowitz,1,0
August 9 2019 Friday,Justin Haskins;Howie Carr,1,1
June 9 2019 Sunday,Mark Penn,1,0
February 24 2019 Sunday,Sara Fischer,0,0
October 17 2019 Thursday,,0,0
August 6 2019 Tuesday,Bryan Dean Wright;Victor Davis Hanson;Buck Sexton;Dana Loesch;Mark Penn,1,1
August 30 2019 Friday,Byron York;Steve Clemons;Ben Domenech,0,0
June 14 2019 Friday,Bill Jacobson;Robert Woodson;Robby Soave;Michael Pillsbury;Mark Meadows;Nick Pope,1,1
September 3 2019 Tuesday,Brandon Clement;Ed Rappaport;Amy Walter;Matthew Continetti;Steve Hayes,0,0
June 23 2019 Sunday,Ben Domenech;Philippe Reines;Sean Spicer;Francesca Chambers,0,0
July 18 2019 Thursday,Howie Carr;Jason Nichols;Scott Johnson;Dean Cain;Daniel Halper,1,1
October 28 2019 Monday,Marsha Mueller;Carl Mueller;Kellyanne Conway;Chris Hahn,0,0
December 27 2019 Friday,Capri Cafaro;Michael Loftus,0,0
April 7 2019 Sunday,Mo Elleithee;David Martosko;Rudy Giuliani,0,0
July 2 2019 Tuesday,Rob Smith;Harvey Mills;David Tafuri;Robert Woodson;Kevin Sabet,1,1
August 27 2019 Tuesday,,0,0
April 16 2019 Tuesday,Kimberley Strassel,1,0
September 20 2019 Friday,John Solomon;Matt Whitaker;Austan Goolsbee;Matt Schlapp;Herman Cain;Marc Morano,1,0
September 19 2019 Thursday,Leslie Marshall;Jonah Goldberg,0,0
September 16 2019 Monday,,0,0
August 15 2019 Thursday,,0,0
February 7 2019 Thursday,John Ratcliffe;Robert Zimmerman;Amy Kremer,0,0
February 1 2019 Friday,Dave Rubin;Chris Hahn;Abby Johnson; Douglas MacGregor;Michael Caputo;Dan Bongino,1,1
May 28 2019 Tuesday,Karl Rove;Mark Levin,1,0
August 12 2019 Monday,Bernard Kerik;Pam Bondi;Ken Starr;Sean Spicer;Reince Preibus;Larry Elder;Sebastian Gorka;Joe ,1,0
April 17 2019 Wednesday,,0,0
April 18 2019 Thursday,Jay Sekulow;Tom Dupree;Nelson Cunningham;Pam Bondi;Chris Hahn;Bradley Moss,1,0
October 1 2019 Tuesday,Peter Schweitzer;Bradley Stein;Zeb Harshberger;Ari Saffran;Graciela Paredes;Olivia Ingrassia;Andy ,0,0
April 10 2019 Wednesday,Mark Morgan;Matt Gaetz;Victor Davis Hanson;Nathan Rubin;Ilhan Tanir;Kathy Guillermo,1,1
May 15 2019 Wednesday,Alan Dershowitz;John Yoo;Harry Litman;Larry O'Connor;Doug Collins,1,0
February 18 2019 Monday,Elizabeth Wagmeister;Mark Morgan;Robbie Soave;Victor Davis Hanson;Jason Nichols;Mark Steyn,1,1
July 10 2019 Wednesday,,0,0
July 18 2019 Thursday,Emily Larsen;Amy Sue Bean;Tracy Cernan;Michael Collins;Al Green;Rand Paul,0,0
March 8 2019 Friday,Mark Eiglarsh;Robert Zimmerman,0,0
March 13 2019 Wednesday,Bradley Campbell;Robert Woodson;Michael Caputo;Jon Summers;Melissa Francis;Michal Pearson;Joe ,1,1
October 2 2019 Wednesday,Susan Ferrechio;Tom Bevan;Charles Lane,0,0
July 25 2019 Thursday,Andrew McCarthy; Richard Goodstein; Donald Trump;Jr.; Terry Turchie; Joe Alioto-Veronese; Jason ,1,1
May 1 2019 Wednesday,Alan Dershowitz;Dave Kopel;Jeff Shoemaker;Jason Hill;Joe Concha,1,1
May 11 2019 Saturday,Anthony Scaramucci;Darrell Issa;Corey Lewandowski; Brandon Tatum;Stephanie Hamill,1,0
April 10 2019 Wednesday,Ted Cruz;Liz Harrington;Charlie Kirk,1,0
May 18 2019 Saturday,Lara Trump; Joseph DiGenova; Michelle Malkin; Charlie Kirk; Stephanie Hamill,1,0
April 9 2019 Tuesday,Tom Fitton;Victor Davis Hanson,1,0
April 10 2019 Wednesday,Jim Jordan;Lindsey Graham;Glenn Beck; Joe Concha,1,0
April 16 2019 Tuesday,Harry Litman;John Yoo;Kristen Soltis Anderson;Bill McSwain;Christiana Holcomb,1,0
January 15 2019 Tuesday,Pam Bondi;Devin Nunes;Lindsey Graham;Dan Bongino;Joe Concha,1,0
September 19 2019 Thursday,Lisa Kuharksi;Erin Gibbs;Alayna Treene;Marjorie Clifton;Andrea Bottner;Mike Baker;Todd Young;,0,0
May 15 2019 Wednesday,Jeh Johnson;Emily Sussman;Beverly Hallberg;Katie Cherkasky;David Deptula;Rob Portman;Ajit Pai,0,0
February 23 2019 Saturday,Kellyanne Conway;Sebastian Gorka; Andy Ngo; Frank Luntz; Terry Pierce,1,0
March 26 2019 Tuesday,Randy Sutton;Larry O'Connor;Lindsey Graham;Jeff Mason;Stephanie Hamill,1,0
March 1 2019 Friday,Josh Bowen;Michael Parrish DuDell;Emily Compagno;Sean Spicer;Vanessa Neumann;Melanie Zanona;,0,0
May 24 2019 Friday,Paul Bossi;Warren Farrell,1,0
May 21 2019 Tuesday,Ben Carson;Bob Kowell;Victor Davis Hanson;Juliana Taimoorazy;Tristan Harris,1,1
August 13 2019 Tuesday,Rudy Giuliani,0,0
August 14 2019 Wednesday,Peter Navarro,0,0
November 5 2019 Tuesday,Earl Anthony Wayne,0,0
November 5 2019 Tuesday,K.T. McFarland,0,0
November 5 2019 Tuesday,Scott Perry,0,0
November 5 2019 Tuesday,Steve Adler,0,0
November 5 2019 Tuesday,Rep. Steve Scalise,0,0
July 22 2019 Monday,Kellyanne Conway,0,0
February 10 2019 Sunday,Fred Dryer,1,0
July 6 2019 Saturday,Dean Cain;Charlie Kirk;Kurt Schlichter;Jesse Kelly;Mike Chase;Chad Kroeger;JT Parr,1,0
March 4 2019 Monday,Ben Smith;Michael Tracey;Richard Goodstein;Victor Davis Hanson;Joy Pullmann;Mark Steyn,1,1
June 18 2019 Tuesday,Larry Kudlow,0,0
February 6 2019 Wednesday,Rochelle Ritchie;John Barrasso;Peggy Grande,1,0
September 14 2019 Saturday,Jim Jordan;Stephanie Hamill;Kayleigh McEnany;Chris Cox,1,0
February 17 2019 Sunday,Ben Domenech;Philippe Reines;Beverly Hallberg;Emily Jashinsky;Cathy Areu,0,0
July 28 2019 Sunday,Andrew Yang;Ben Domenech;Mick Mulvaney,0,0
February 18 2019 Monday,Kelly Jane Torrance;Antjuan Seawright;Christian Whiton;Jon Sale,0,0
February 18 2019 Monday,Kelly Jane Torrance;Antjuan Seawright;Christian Whiton;Jon Sale,0,0
May 6 2019 Monday,Eric Felten;Mark Steyn;Harmeet Dhillon;Michael Pillsbury;Max Burns;Seth Barron;Johnny Burtka,1,1
January 25 2019 Friday,Michael Caputo;Wendy Osefo;Dean Cain,0,0
November 14 2019 Thursday,Susan Ferrechio;Steve Clemons;Marc Thiessen,0,0
March 7 2019 Thursday,Mollie Hemingway;Mo Elleithee;Tom Rogan,0,0
January 21 2019 Monday,Dan Bongino;Allie Beth Stuckey;John James;Pam Bondi,1,0
January 6 2019 Sunday,Ben Domenech;Paul Steinhauser;Guy Benson;Capri Cafaro,0,0
April 4 2019 Thursday,Enrique Acevedo;Mark Morgan;Mark Steyn,1,1
March 18 2019 Monday,Rob Smith;Mike Gunzelman;Leeza Garber;Kristen Hawn;Philip Wegmann;John Goglia;Liz Harrington;,0,0
March 18 2019 Monday,Rob Smith;Mike Gunzelman;Leeza Garber;Kristen Hawn;Philip Wegmann;John Goglia;Liz Harrington;,0,0
March 8 2019 Friday,James Comer;Dena Grayson;Ken Starr;Robert Ray;Jeffrey Lord;Brian Russell,1,0
July 1 2019 Monday,Tom Tancredo;Dee Dawkins-Haigler;Hector Garza;Jess Morales Rocketto;Shane Harris;Dinesh ,1,0
April 11 2019 Thursday,Ethan Bearman;Buck Sexton;Julian Epstein;Alex Swoyer,1,0
August 4 2019 Sunday,Ben Domenech;Jeanne Zaino;Cathy Areu,0,0
September 3 2019 Tuesday,,0,0
March 19 2019 Tuesday,Chris Hahn;Jason Nichols;Michael Simkovic;Brian Brenberg;Lisa Boothe;Richard Goodstein;Jason ,1,1
May 13 2019 Monday,Marty Davis;Rick Helfenbein;Victor Davis Hanson;Ken Starr;John Yoo;John Yoo;Dan Bongino;Chris ,1,0
May 17 2019 Friday,John Eastman;Harmeet Dhillon;Dinesh D'Souza;Paul Hruz,1,0
May 17 2019 Friday,,0,0
May 9 2019 Thursday,Rudy Giuliani;Pam Bondi;Mark Glaze;Leo Terrell;Shirley Husar;Doreen Denny,1,0
September 13 2019 Friday,Mike Gunzelman;Kristen Hawn;Rebecca Walser;Andrew Pollack,0,0
April 29 2019 Monday,Emily Jashinsky;Evan Siegfried;Doug Schoen;Danielle McLaughlin,0,0
April 29 2019 Monday,Emily Jashinsky;Evan Siegfried;Doug Schoen;Danielle McLaughlin,0,0
May 1 2019 Wednesday,Ben Domenech,0,0
October 1 2019 Tuesday,Susan Page;Matthew Continetti;Marc Thiessen,0,0
August 13 2019 Tuesday,Liz Claman;Leslie Marshall;Bill McGurn,0,0
August 28 2019 Wednesday,Chris Hahn;Rudy Giuliani;Alan Dershowitz;Mario Duarte,1,0
April 17 2019 Wednesday,Devin Nunes;Andrew Yang;Nelson Cunningham;Larry O'Connor,1,0
June 18 2019 Tuesday,,0,0
September 6 2019 Friday,Vince Coglianese;Zach Friend;Darrin Porcher;Martin Preib;Burgess Owens;David Bruno;Debbie Hines,1,0
January 22 2019 Tuesday,Guy Benson;Mollie Hemingway;Charles Lane,0,0
January 14 2019 Monday,Monica Crowley;Chris Swecker;Zachary Terwilliger,1,0
April 9 2019 Tuesday,A.B. Stoddard;Rob Portman;Hal Lambert;rMD-BO_Jessica Tarlov;Elisha Maldonado;John Thomas;Jon ,0,0
November 5 2019 Tuesday,Rebeccah Heinrichs;Shavar Jeffries;Rebecca Walser;Tom Cotton;Philip Wegmann;Thom Tillis;Art ,0,0
January 16 2019 Wednesday,Paul Rinaldi;Heather ZumarragaSuraj Patel;Lawrence Jones;Lee Carter;Rick Scott;Josh Gottheimer,0,0
May 2 2019 Thursday,,0,0
April 10 2019 Wednesday,Mitch McConnell;Charles Lane,0,0
May 2 2019 Thursday,Zeke Miller,0,0
May 1 2019 Wednesday,Joe diGenova;John Yoo;Mike Huckabee;Leo Terrell;Horace Cooper,1,0
May 1 2019 Wednesday,Scott Keller;Richard Goodstein;Rick Scott;Brandon Straka;Isaiah Washington,1,0
May 4 2019 Saturday,Stephen Miller,1,0
May 30 2019 Thursday,Susan Page,0,0
April 11 2019 Thursday,Alan Dershowitz;Carter Page;Devin Nunes,1,0
July 30 2019 Tuesday,,0,0
July 29 2019 Monday,,0,0
March 18 2019 Monday,Geoff Burgan;Ben Shapiro;Glen Greenwald;Ken Starr;Sol Wisenberg;Ben Carson,1,0
July 31 2019 Wednesday,John Thune;Michael Dukakis;Charles Grassley;Stephen Guilfoyle;Kristen Hawn;Jillian Melchior;Joseph ,0,0
April 23 2019 Tuesday,Richard Goodstein;John Yoo;Dinesh D'Souza;Leo Terrell;Darrell Scott;Brandon Judd;Francisco ,1,0
February 19 2019 Tuesday,,0,0
February 19 2019 Tuesday,Suraj Patel;Wilfred Reilly;Ethan Bearman;Douglas MacGregor;Richard Painter,1,1
August 28 2019 Wednesday,,0,0
April 10 2019 Wednesday,,0,0
August 22 2019 Thursday,Kevin Chavous;Stef Kight;Rob Smith;Scott Walker;Frances Newton Stacy;Cathy Areu;Emily Jashinsky;,0,0
February 19 2019 Tuesday,Isaac Wright;Michael Anton;Emily Jashinsky,1,0
February 26 2019 Tuesday,,0,0
July 4 2019 Thursday,,1,0
May 27 2019 Monday,,1,0
March 16 2019 Saturday,Jimmy Failla;Joey Jones,1,0
March 14 2019 Thursday,,0,0
November 1 2019 Friday,,0,0
March 17 2019 Sunday,Buck Sexton,0,0
March 14 2019 Thursday,Chris Plante;David Tafuri;Francey Hakes;Heather Mac Donald;Shannon Allen,1,1
April 17 2019 Wednesday,Ben Shapiro; Nomiki Konst; Adam Carolla; Alex Marlow,1,1
March 18 2019 Monday,,0,0
March 19 2019 Tuesday,Alexandra Wilkes;Bradley Moss;Harmeet Dhillon;Stephanie Hamill,1,0
April 1 2019 Monday,Mark Meadows;Alan Dershowitz;Pam Bondi;Victor Davis Hanson;Sean Spicer,1,0
April 2 2019 Tuesday,,0,0
June 7 2019 Friday,Mattie Duppler;Terry Turchie;Hector Garza;Danny Coulson;Sean Davis,1,1
September 20 2019 Friday,Kevin Walling;Brad Blakeman;Ryan Crocker;Jason Nichols;Bob Bianchi;David Gibbs,1,0
October 9 2019 Wednesday,Symone Sanders;Lynne Patton;Oubai Shahbandar;Brock Gillespie,0,0
October 10 2019 Thursday,Peter Schweizer;Xochitl Hinojosa;Jonah Goldberg,0,0
August 20 2019 Tuesday,Evan Bayh;Robin Biro;Ben Carson,0,0
June 10 2019 Monday,Lindsey Graham;Dan Crenshaw;William Cassara,0,0
December 30 2019 Monday,Trey Gowdy;Lee Smith;Brett Tolman;Dan Patrick;Joe Borelli;Charlie Kirk;Gayle Trotter,1,0
April 25 2019 Thursday,Scott Keller;Michael Starr Hopkins;Phil Thompson,1,0
April 29 2019 Monday,Abraham Cooper;Tim Scott;Arthur Brooks;Lindsey Graham,0,0
April 5 2019 Friday,Sean Spicer;Dan Patrick;Rudy Giuliani;Elisabeth Hasselbeck,1,0
April 5 2019 Friday,Ashe Schow;Harley Rouda;Matt Gaetz;Enrique Acevedo;Ramin Setoodeh,0,0
April 3 2019 Wednesday,D.J. Hill,1,0
April 3 2019 Wednesday,John Solomon;Raul Ortiz;Jim Jordan;Devin Nunes;Lara Logan;Joe Concha,1,0
June 5 2019 Wednesday,Brett Decker;David Chrisinger,1,0
June 19 2019 Wednesday,Lindsey Graham;Tom Bevan,0,0
May 4 2019 Saturday,Dinesh D'Souza;Corey Lewandowski;Sarah Sanders,1,0
August 27 2019 Tuesday,John Solomon;Tom Fitton;Sean Spicer;Joe Theismann;Herschel Walker,1,0
October 8 2019 Tuesday,,0,0
June 11 2019 Tuesday,Dominican Republic;Lisa Kuharksi;Stephen Moore;Lee Carter;Katie Cherkasky;Kimberly Klacik;Max ,0,0
June 11 2019 Tuesday,Dominican Republic;Lisa Kuharksi;Stephen Moore;Lee Carter;Katie Cherkasky;Kimberly Klacik;Max ,0,0
July 5 2019 Friday,Johnny Joey Jones;Madison Gesiotto;Kevin Walling Kevin McCarthy;John Yoo,1,0
April 25 2019 Thursday,Sean Spicer;Mike Lee;Betsy McCaughey;Victor Davis Hanson,0,0
January 29 2019 Tuesday,Alan Knuckman;Antjuan Seawright;Jillian Melchior;Nan Hayworth;John Lauro;Steve Scalise,0,0
February 22 2019 Friday,Mollie Hemingway;Jason Mason,0,0
May 3 2019 Friday,,0,0
April 9 2019 Tuesday,Mark Meadows;Newt Gingrich;Jim Jordan;Brad Parscale;Valerie Moscato;Arthur Moscato,1,0
March 17 2019 Sunday,William "Bill" Bennett,1,0
May 16 2019 Thursday,Robert Patillo;Cornel West;Don Peebles;Adam Kinzinger;Frank Luntz;Ronna McDaniel;Ken Chase;,0,0
May 16 2019 Thursday,Seth Barron;Mark Steyn;Heather Mac Donald;Matt Bevin,1,1
November 8 2019 Friday,Quentin James;Rebecca Friedrichs;Christopher Rufo;Linda Schellenger;David Tafuri,1,1
September 19 2019 Thursday,Philip Haney;Rudy Giuliani;Travis Binen;Drew Pinsky;Rachel Campos-Duffy;Heather Higgins;Harmeet ,1,0
January 24 2019 Thursday,Andrew Napolitano;Jonathan Swan;Morgan Ortagus,0,0
January 24 2019 Thursday,Rick Scott;Joshua Holt;Thamy Holt;Mark Morgan;Saagar Enjeti,1,0
January 30 2019 Wednesday,,0,0
August 9 2019 Friday,Ernie Boch Jr.,0,0
March 13 2019 Wednesday,Mo Elleithee;Tom Bevan,0,0
March 4 2019 Monday,Andrew Wheeler;Susan Crabtree;Anna Palmer;Lauren Claffey;Melissa Armo;Christy Setzer,0,0
April 17 2019 Wednesday,Mateusz Morawiecki;Noelle Nikpour;Melissa Armo;David Burstein;Eliza Collins;Brandon Judd;Ken ,0,0
April 8 2019 Monday,,0,0
March 21 2019 Thursday,Brandon Judd;Lisa Kuharksi;Jon Sale;Danielle Shay;Lee Carter;Barry Valentine;David Grasso;David ,0,0
February 11 2019 Monday,,0,0
July 2 2019 Tuesday,,0,0
May 6 2019 Monday,Raul Ortiz;Jon Anfinsen;Hector Garza;Dan Newsome;Susan Newsome;Dan Patrick,1,0
April 2 2019 Tuesday,,0,0
March 6 2019 Wednesday,Fred Smith;Jonah Goldberg,0,0
February 14 2019 Thursday,Mike Pompeo;Byron York;Susan Page;Tom Bevan,0,0
January 20 2019 Sunday,John Hoeven;Debbie Dingell;John Ratcliffe;Jeff Van Drew,0,0
January 31 2019 Thursday,Mollie Hemingway;Tom Rogan,0,0
February 13 2019 Wednesday,Mike Gunzelman;Jim Jordan;Byron York;Mattie Duppler;Ryan Payne;Deneen Borelli;David Burstein;,0,0
January 2 2019 Wednesday,Robert Perez;Rand Paul;Hitha Herzog;Kevin Kelly;Stephen Guilfoyle;Mattie Duppler,0,0
February 8 2019 Friday,Craig Smith;Bobby Jindal;Jack Wilson;Jillian Melchior,0,0
March 30 2019 Saturday,Brad Parscale; Monica Crowley; Jeffrey Lord; Lara Logan; George Papadopoulos;Michael Caputo; Wendy ,1,0
October 30 2019 Wednesday,Mike Pompeo;Doug Collins;Lara Trump,0,0
July 19 2019 Friday,Rudy Giuliani;Sebastian Gorka;Charles Hurt,1,0
June 24 2019 Monday,Jay Sekulow;Mark Meadows;Jim Jordan,1,0
October 24 2019 Thursday,Lindsey Graham;Eric Trump;Tulsi Gabbard,1,0
November 5 2019 Tuesday,Lindsey Graham;Eric Trump;Joe Concha,1,0
September 5 2019 Thursday,Mara Liasson;Josh Holmes;Mollie Hemingway,0,0
August 8 2019 Thursday,Tom Fitton;John Solomon;Rudy Giuliani;Jim Jordan;Lindsey Graham;Sebastian Gorka,1,0
March 8 2019 Friday,Alan Dershowitz;Mike Turner;John Solomon;Leslie Marshall;Jason Nichols;Brooke Goldstein,1,0
February 12 2019 Tuesday,Amy Klobuchar;Jonah Goldberg;Josh Kraushaar,0,0
April 23 2019 Tuesday,Leslie Marshall;Jonah Goldberg,0,0
August 19 2019 Monday,Danny Danon,0,0
October 1 2019 Tuesday,,0,0
August 8 2019 Thursday,James Trusty;John Yoo;David Anderson;Ethan Bearman;Michael Pillsbury,1,0
June 24 2019 Monday,Rand Paul;Jonathan Cook;Lynn Meagher;Anna Bohach;Kim Hall;John Cronin;Mark Cronin,0,0
January 21 2019 Monday,,0,0
September 26 2019 Thursday,Peter Van Buren; Mark Steyn; Newt Gingrich; Dave Rubin,1,1
April 5 2019 Friday,Jens Stoltenberg;Mollie Hemingway;Byron York;Charles Lane,0,0
July 4 2019 Thursday,,0,0
